model_id,family,version,local_or_api,category,tasks_supported,languages,streaming_support,realtime_latency_target_ms,base_weights,runtime,quantization,hardware_reqs,context_or_max_audio,benchmarks,license,pricing,docs_url,community_signal,integration_complexity,known_failure_modes,ideal_use_cases,avoid_when,notes,implementation_priority,maturity_level,latency_class,cost_class,packaging_targets,eval_suites,evidence_links,last_reviewed_utc,consent_risk,maintenance_risk
beats,BEATs,various,Local,Audio representation / embeddings,"Embedding extraction, tagging, retrieval, zero-shot matching (varies)",language-agnostic for non-speech tasks; CLAP supports text prompts,possible with sliding windows,,various,TF/PyTorch,varies,CPU ok; GPU helps for throughput,"windowed (e.g., 0.96s to a few seconds)",AudioSet and task-specific evaluations; see model docs,see repo/model cards,,https://github.com/microsoft/unilm/blob/master/beats/README.md,high,low,Domain mismatch; false positives on similar sounds,"Audio search, tagging, anomaly detection, dataset triage",Need precise event boundaries without a dedicated detection model,Store embeddings with versioning for reproducibility.,P1,production,batch,free/open,"mac,linux,windows","tagging-audioset,retrieval-clap",,2026-02-05T05:38:30Z,,medium
clap,CLAP,various,Local,Text-audio retrieval embeddings,"Embedding extraction, tagging, retrieval, zero-shot matching (varies)",language-agnostic for non-speech tasks; CLAP supports text prompts,possible with sliding windows,,various,TF/PyTorch,varies,CPU ok; GPU helps for throughput,"windowed (e.g., 0.96s to a few seconds)",AudioSet and task-specific evaluations; see model docs,see repo/model cards,,https://github.com/LAION-AI/CLAP,high,low,Domain mismatch; false positives on similar sounds,"Audio search, tagging, anomaly detection, dataset triage",Need precise event boundaries without a dedicated detection model,Store embeddings with versioning for reproducibility.,P1,production,batch,free/open,"mac,linux,windows","tagging-audioset,retrieval-clap",,2026-02-05T05:38:30Z,,medium
vggish,VGGish,various,Local,Audio embeddings,"Embedding extraction, tagging, retrieval, zero-shot matching (varies)",language-agnostic for non-speech tasks; CLAP supports text prompts,possible with sliding windows,,various,TF/PyTorch,varies,CPU ok; GPU helps for throughput,"windowed (e.g., 0.96s to a few seconds)",AudioSet and task-specific evaluations; see model docs,see repo/model cards,,https://github.com/tensorflow/models/tree/master/research/audioset,high,low,Domain mismatch; false positives on similar sounds,"Audio search, tagging, anomaly detection, dataset triage",Need precise event boundaries without a dedicated detection model,Store embeddings with versioning for reproducibility.,P1,production,batch,free/open,"mac,linux,windows","tagging-audioset,retrieval-clap",,2026-02-05T05:38:30Z,,medium
openl3,OpenL3,various,Local,Audio embeddings,"Embedding extraction, tagging, retrieval, zero-shot matching (varies)",language-agnostic for non-speech tasks; CLAP supports text prompts,possible with sliding windows,,various,TF/PyTorch,varies,CPU ok; GPU helps for throughput,"windowed (e.g., 0.96s to a few seconds)",AudioSet and task-specific evaluations; see model docs,see repo/model cards,,https://github.com/marl/openl3,high,low,Domain mismatch; false positives on similar sounds,"Audio search, tagging, anomaly detection, dataset triage",Need precise event boundaries without a dedicated detection model,Store embeddings with versioning for reproducibility.,P1,production,batch,free/open,"mac,linux,windows","tagging-audioset,retrieval-clap",,2026-02-05T05:38:30Z,,medium
audiocraft-musicgen,MusicGen (AudioCraft),various,Local,Music generation,Text-to-music or text-to-audio generation (varies),prompts in many languages; training bias varies,no (typically),,various,PyTorch,varies,GPU strongly recommended; memory depends on model size and duration,generation length limits depend on model and compute,subjective; rely on eval suites where available,see repo/model cards,,https://github.com/facebookresearch/audiocraft,high,high,"Artifacts, repetition, poor structure, prompt sensitivity","Game music, sound effects, prototyping",Need predictable commercial-grade compositions without artifacts,Include content and copyright policy gates in products.,P3,research,batch,free/open,"linux,windows,mac",gen-audio-subjective,,2026-02-05T05:38:30Z,,high
audiocraft-audiogen,AudioGen (AudioCraft),various,Local,Audio generation,Text-to-music or text-to-audio generation (varies),prompts in many languages; training bias varies,no (typically),,various,PyTorch,varies,GPU strongly recommended; memory depends on model size and duration,generation length limits depend on model and compute,subjective; rely on eval suites where available,see repo/model cards,,https://github.com/facebookresearch/audiocraft,high,high,"Artifacts, repetition, poor structure, prompt sensitivity","Game music, sound effects, prototyping",Need predictable commercial-grade compositions without artifacts,Include content and copyright policy gates in products.,P3,research,batch,free/open,"linux,windows,mac",gen-audio-subjective,,2026-02-05T05:38:30Z,,high
audiocraft-magnet,MAGNeT (AudioCraft),various,Local,Music generation,Text-to-music or text-to-audio generation (varies),prompts in many languages; training bias varies,no (typically),,various,PyTorch,varies,GPU strongly recommended; memory depends on model size and duration,generation length limits depend on model and compute,subjective; rely on eval suites where available,see repo/model cards,,https://github.com/facebookresearch/audiocraft,high,high,"Artifacts, repetition, poor structure, prompt sensitivity","Game music, sound effects, prototyping",Need predictable commercial-grade compositions without artifacts,Include content and copyright policy gates in products.,P3,research,batch,free/open,"linux,windows,mac",gen-audio-subjective,,2026-02-05T05:38:30Z,,high
stable-audio-open,Stable Audio Open,v1,Local,Audio generation,Text-to-music or text-to-audio generation (varies),prompts in many languages; training bias varies,no (typically),,various,PyTorch,varies,GPU strongly recommended; memory depends on model size and duration,generation length limits depend on model and compute,subjective; rely on eval suites where available,see repo/model cards,,https://github.com/Stability-AI/stable-audio-tools,high,high,"Artifacts, repetition, poor structure, prompt sensitivity","Game music, sound effects, prototyping",Need predictable commercial-grade compositions without artifacts,Include content and copyright policy gates in products.,P3,research,batch,free/open,"linux,windows,mac",gen-audio-subjective,,2026-02-05T05:38:30Z,,high
audioldm,AudioLDM,various,Local,Audio generation,Text-to-music or text-to-audio generation (varies),prompts in many languages; training bias varies,no (typically),,various,PyTorch,varies,GPU strongly recommended; memory depends on model size and duration,generation length limits depend on model and compute,subjective; rely on eval suites where available,see repo/model cards,,https://github.com/haoheliu/AudioLDM,high,high,"Artifacts, repetition, poor structure, prompt sensitivity","Game music, sound effects, prototyping",Need predictable commercial-grade compositions without artifacts,Include content and copyright policy gates in products.,P3,research,batch,free/open,"linux,windows,mac",gen-audio-subjective,,2026-02-05T05:38:30Z,,high
jukebox,Jukebox,1,Local,Music generation,Text-to-music or text-to-audio generation (varies),prompts in many languages; training bias varies,no (typically),,various,PyTorch,varies,GPU strongly recommended; memory depends on model size and duration,generation length limits depend on model and compute,subjective; rely on eval suites where available,see repo/model cards,,https://github.com/openai/jukebox,high,high,"Artifacts, repetition, poor structure, prompt sensitivity","Game music, sound effects, prototyping",Need predictable commercial-grade compositions without artifacts,Include content and copyright policy gates in products.,P3,research,batch,free/open,"linux,windows,mac",gen-audio-subjective,,2026-02-05T05:38:30Z,,high
riffusion,Riffusion,various,Local,Audio generation,Text-to-music or text-to-audio generation (varies),prompts in many languages; training bias varies,no (typically),,various,PyTorch,varies,GPU strongly recommended; memory depends on model size and duration,generation length limits depend on model and compute,subjective; rely on eval suites where available,see repo/model cards,,https://github.com/riffusion/riffusion,high,high,"Artifacts, repetition, poor structure, prompt sensitivity","Game music, sound effects, prototyping",Need predictable commercial-grade compositions without artifacts,Include content and copyright policy gates in products.,P3,research,batch,free/open,"linux,windows,mac",gen-audio-subjective,,2026-02-05T05:38:30Z,,high
basicpitch,BasicPitch,latest,Local,Music transcription (MIDI),"Transcription to MIDI/notes, pitch tracking",,chunked possible; often batch,,various,TF/PyTorch,varies,CPU ok for smaller; GPU helps,windowed/chunked,task-specific; see papers and repos,see repo/model cards,,https://github.com/spotify/basic-pitch,medium,medium,"Polyphony errors, timing jitter, instrument confusion","MIDI extraction, practice tools, music analysis",Need perfectly accurate scores on complex recordings,Store confidence scores and post-process with heuristics.,P3,production,batch,free/open,"mac,linux,windows",music-transcription,,2026-02-05T05:38:30Z,,medium
mt3,MT3,latest,Local,Multi-instrument transcription,"Transcription to MIDI/notes, pitch tracking",,chunked possible; often batch,,various,TF/PyTorch,varies,CPU ok for smaller; GPU helps,windowed/chunked,task-specific; see papers and repos,see repo/model cards,,https://github.com/magenta/magenta,medium,medium,"Polyphony errors, timing jitter, instrument confusion","MIDI extraction, practice tools, music analysis",Need perfectly accurate scores on complex recordings,Store confidence scores and post-process with heuristics.,,,,,,,,2026-02-05T05:38:30Z,,
onsets-and-frames,Onsets and Frames,various,Local,Piano transcription,"Transcription to MIDI/notes, pitch tracking",,chunked possible; often batch,,various,TF/PyTorch,varies,CPU ok for smaller; GPU helps,windowed/chunked,task-specific; see papers and repos,see repo/model cards,,https://github.com/magenta/magenta,medium,medium,"Polyphony errors, timing jitter, instrument confusion","MIDI extraction, practice tools, music analysis",Need perfectly accurate scores on complex recordings,Store confidence scores and post-process with heuristics.,,,,,,,,2026-02-05T05:38:30Z,,
crepe,CREPE,latest,Local,Pitch tracking,"Transcription to MIDI/notes, pitch tracking",,chunked possible; often batch,,various,TF/PyTorch,varies,CPU ok for smaller; GPU helps,windowed/chunked,task-specific; see papers and repos,see repo/model cards,,https://github.com/marl/crepe,medium,medium,"Polyphony errors, timing jitter, instrument confusion","MIDI extraction, practice tools, music analysis",Need perfectly accurate scores on complex recordings,Store confidence scores and post-process with heuristics.,P3,production,batch,free/open,"mac,linux,windows",music-transcription,,2026-02-05T05:38:30Z,,medium
encodec,EnCodec,various,Local,Neural audio codec,Encode and decode audio to learned tokens or compressed streams,,some support streaming framing,,various,PyTorch,varies,CPU or GPU; depends on bitrate and throughput needs,streaming frames,bitrate vs quality trade-offs; see papers,see repo/paper,,https://github.com/facebookresearch/audiocraft,medium,high,Codec artifacts at low bitrates; out-of-domain audio issues,"Generative audio tokenization, compression experiments",Simple compression where Opus/AAC is enough,Useful for building audio token pipelines.,P2,research,near-realtime,free/open,"mac,linux,windows",codec-quality,,2026-02-05T05:38:30Z,,high
descript-dac,Descript Audio Codec (DAC),latest,Local,Neural audio codec,Encode and decode audio to learned tokens or compressed streams,,some support streaming framing,,various,PyTorch,varies,CPU or GPU; depends on bitrate and throughput needs,streaming frames,bitrate vs quality trade-offs; see papers,see repo/paper,,https://github.com/descriptinc/descript-audio-codec,medium,high,Codec artifacts at low bitrates; out-of-domain audio issues,"Generative audio tokenization, compression experiments",Simple compression where Opus/AAC is enough,Useful for building audio token pipelines.,P2,research,near-realtime,free/open,"mac,linux,windows",codec-quality,,2026-02-05T05:38:30Z,,high
